RESPID,EDUCATION,EDUCATION_TEXT,CARBONTAX,CLEANENERGY,CLEANELEC,MEDICAREALL,PUBLICOPTION,IMMIGRATION,FAMILYLEAVE,WEALTHTAX,DEPORTATIONS,MEDICVOUCHER,CARBONTAX_LLM,CLEANENERGY_LLM,CLEANELEC_LLM,MEDICAREALL_LLM,PUBLICOPTION_LLM,IMMIGRATION_LLM,FAMILYLEAVE_LLM,WEALTHTAX_LLM,DEPORTATIONS_LLM,MEDICVOUCHER_LLM
pid_735,3,"Some college, no degree",5,4,4,5,4,5,4,4,3,4,5,5,5,5,5,5,5,5,1,1
pid_736,3,"Some college, no degree",2,5,4,5,5,5,4,5,1,1,4,5,4,5,5,5,5,5,1,1
pid_737,3,"Some college, no degree",5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,5,1,1
pid_738,5,College graduate/some postgrad,4,4,3,3,3,3,4,4,3,4,5,5,5,5,5,5,5,5,1,1
pid_739,5,Postgraduate,5,5,5,5,4,5,5,5,1,2,5,5,5,5,5,5,5,5,1,1
pid_740,3,Associate's degree,5,3,5,5,3,4,4,5,2,1,4,5,4,4,4,4,5,4,2,1
pid_741,5,College graduate/some postgrad,5,5,5,5,4,5,5,5,2,4,4,5,4,4,4,4,4,4,2,1
pid_742,5,College graduate/some postgrad,4,5,4,5,5,5,5,5,2,2,5,5,5,5,5,5,5,5,1,1
pid_743,5,Postgraduate,4,3,4,4,4,3,4,5,4,4,4,4,4,1,2,2,4,1,5,4
pid_744,5,College graduate/some postgrad,4,4,4,3,4,3,4,4,4,4,1,2,1,1,2,2,2,1,5,4
pid_745,5,College graduate/some postgrad,3,4,3,4,4,3,3,5,4,5,2,4,2,1,2,2,2,1,5,4
pid_746,5,Postgraduate,1,1,5,3,3,5,5,5,5,5,4,4,4,5,5,5,5,5,1,1
pid_747,5,College graduate/some postgrad,4,4,4,5,5,5,5,3,4,4,4,4,5,5,5,5,5,5,1,1
pid_748,3,"Some college, no degree",5,5,5,5,5,5,5,5,1,3,4,4,4,5,5,5,5,5,1,1
pid_749,5,Postgraduate,5,5,5,5,4,5,5,5,1,4,4,5,4,2,4,4,4,1,4,5
pid_750,5,Postgraduate,4,4,4,4,4,3,4,4,4,4,5,5,5,5,5,5,5,5,1,1
pid_751,5,Postgraduate,1,1,1,2,3,1,4,2,5,5,5,5,5,5,5,5,5,5,1,1
pid_752,3,"Some college, no degree",3,3,3,3,3,4,5,3,2,4,4,5,5,5,5,5,5,5,1,1
pid_753,5,College graduate/some postgrad,3,3,4,5,5,4,5,5,3,4,2,4,2,4,4,4,4,4,2,2
pid_754,3,"Some college, no degree",4,5,5,4,5,5,5,5,2,3,5,5,5,5,5,5,5,5,1,1
pid_755,3,"Some college, no degree",4,4,3,5,4,4,4,4,2,4,4,4,4,4,4,4,5,4,2,1
pid_756,2,High school graduate,5,5,5,5,4,5,5,4,2,5,2,4,2,2,4,4,4,2,4,4
pid_757,2,High school graduate,4,2,4,5,5,5,5,5,1,4,5,5,5,5,5,5,5,5,1,1
pid_758,3,"Some college, no degree",5,3,5,5,5,4,4,5,3,2,2,4,4,4,4,4,4,4,4,2
pid_759,5,Postgraduate,2,2,2,3,3,2,3,3,4,4,5,5,5,5,5,5,5,5,1,1
pid_760,5,College graduate/some postgrad,4,4,4,2,1,3,2,2,4,1,4,4,4,4,4,4,4,4,2,2
pid_761,5,Postgraduate,5,5,5,5,4,5,5,5,1,1,5,5,5,5,5,5,5,5,1,1
pid_762,3,"Some college, no degree",2,5,3,5,3,1,4,5,5,1,4,4,4,4,5,4,4,4,2,1
pid_763,5,College graduate/some postgrad,2,3,3,4,4,2,5,4,4,4,5,5,5,5,5,5,5,5,1,1
pid_764,3,"Some college, no degree",1,3,1,1,1,4,5,4,4,3,1,1,1,1,1,1,2,1,5,5
pid_765,5,College graduate/some postgrad,5,5,5,5,5,5,5,5,3,5,5,4,4,4,5,4,4,4,2,2
pid_766,5,Postgraduate,1,1,1,1,3,1,5,5,5,5,4,5,4,1,2,2,4,1,4,4
pid_767,5,Postgraduate,5,5,5,5,3,5,5,5,1,3,2,4,2,2,2,4,4,2,4,4
pid_768,5,Postgraduate,1,3,4,4,4,2,5,4,4,3,2,4,4,1,1,1,2,1,5,5
pid_769,5,College graduate/some postgrad,5,5,5,5,3,5,5,5,1,3,5,5,5,5,5,5,5,5,1,1
pid_770,3,Associate's degree,4,5,4,2,4,4,4,2,4,5,1,2,1,1,2,2,4,1,5,4
pid_771,5,College graduate/some postgrad,4,5,5,5,5,5,5,5,1,3,5,5,5,5,5,5,5,5,1,1
pid_772,3,"Some college, no degree",4,4,5,2,4,4,5,2,4,4,2,4,2,2,2,4,4,2,4,4
pid_773,2,High school graduate,5,5,5,5,3,5,5,5,1,1,4,5,4,5,5,5,5,5,1,1
pid_774,2,High school graduate,2,1,2,2,2,1,4,5,5,4,4,5,4,5,5,5,5,5,1,1
pid_775,5,College graduate/some postgrad,2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,1
pid_776,5,College graduate/some postgrad,2,2,3,5,4,4,4,3,2,3,5,5,5,5,5,5,5,5,1,1
pid_777,5,College graduate/some postgrad,4,5,5,5,5,5,4,5,2,3,5,5,5,5,5,5,5,5,1,1
pid_778,3,"Some college, no degree",4,5,5,5,5,5,4,5,5,5,4,5,5,5,4,4,5,5,2,1
pid_779,3,"Some college, no degree",4,3,4,1,5,5,5,5,5,4,4,5,5,5,5,5,5,5,1,1
pid_780,5,College graduate/some postgrad,5,5,5,5,4,5,5,5,1,1,1,2,2,2,2,2,4,2,4,4
pid_781,5,College graduate/some postgrad,4,3,4,4,4,3,4,5,4,4,5,5,5,5,5,5,5,5,1,1
pid_782,5,Postgraduate,1,4,1,1,4,1,1,1,5,3,5,5,5,5,5,5,5,5,1,1
pid_783,2,High school graduate,4,4,4,4,4,4,5,5,2,5,1,4,2,1,2,4,4,1,4,4
pid_784,5,College graduate/some postgrad,2,5,3,4,3,1,4,5,4,5,3,4,4,4,4,4,5,4,2,1
pid_785,5,College graduate/some postgrad,3,4,4,5,3,5,4,5,2,1,5,5,5,5,5,5,5,5,1,1
pid_786,5,College graduate/some postgrad,1,2,1,3,3,1,3,3,5,3,4,5,5,5,5,5,5,5,1,1
pid_787,5,College graduate/some postgrad,1,1,3,4,4,4,4,1,4,4,2,4,2,4,4,4,4,4,4,4
pid_788,3,"Some college, no degree",5,5,5,5,4,5,5,5,3,3,4,5,5,5,5,5,5,5,1,1
pid_789,2,High school graduate,3,3,3,3,3,4,4,4,3,4,2,4,2,2,2,4,2,2,4,4
pid_790,2,High school graduate,4,5,5,5,4,5,5,5,3,1,4,5,5,4,5,5,5,4,2,1
pid_791,3,Associate's degree,5,4,5,1,4,5,4,2,1,1,1,2,2,1,2,4,4,1,5,5
pid_792,2,High school graduate,4,4,5,4,5,4,4,4,3,4,2,4,2,4,4,4,4,4,4,2
pid_793,3,Associate's degree,4,2,4,4,4,5,3,3,1,3,4,5,5,5,5,5,5,5,1,1
pid_794,5,College graduate/some postgrad,4,2,2,4,3,1,2,4,5,3,5,5,5,5,5,5,5,5,1,1
pid_795,5,College graduate/some postgrad,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,1,1
pid_796,2,High school graduate,4,4,4,4,5,5,5,5,1,3,4,5,5,5,5,5,5,5,1,1
pid_797,2,High school graduate,4,5,5,5,4,5,5,3,1,4,4,5,5,5,5,5,5,5,1,1
pid_798,2,High school graduate,4,4,4,4,3,4,3,4,3,3,5,5,5,5,5,5,5,5,1,1
pid_799,3,Associate's degree,4,3,2,4,3,4,2,4,2,3,4,5,5,5,5,5,5,5,1,1
pid_800,2,High school graduate,4,4,4,5,4,5,5,5,2,4,1,2,2,1,2,2,2,1,5,4
pid_801,3,"Some college, no degree",5,3,4,3,4,3,4,2,4,4,4,5,4,5,5,5,5,5,1,1
pid_802,3,"Some college, no degree",5,4,5,5,5,5,5,5,2,4,2,4,2,2,2,4,4,2,4,4
pid_803,2,High school graduate,4,4,5,5,5,4,5,5,3,1,4,5,4,5,5,4,5,5,1,1
pid_804,5,College graduate/some postgrad,2,4,2,3,3,3,3,3,3,3,4,4,4,4,4,4,5,4,2,2
pid_805,5,College graduate/some postgrad,1,1,1,1,3,1,3,4,5,3,1,2,1,1,1,2,4,1,4,5
pid_806,5,Postgraduate,1,1,1,1,2,1,1,1,5,3,5,5,5,5,5,5,5,5,1,1
pid_807,3,"Some college, no degree",3,4,4,5,4,4,5,5,3,3,1,2,2,1,4,2,2,1,5,4
pid_808,3,Associate's degree,5,5,5,2,5,5,5,5,2,3,4,4,4,4,4,4,4,4,2,2
pid_809,5,College graduate/some postgrad,5,5,5,5,3,5,5,5,1,3,4,5,5,4,4,4,5,4,2,2
pid_810,5,College graduate/some postgrad,4,4,3,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,1,1
pid_811,3,"Some college, no degree",3,4,2,5,5,5,4,3,1,4,2,5,2,4,4,4,5,4,2,2
pid_812,2,High school graduate,1,1,1,1,1,1,3,3,5,5,4,4,4,5,5,5,5,5,1,1
pid_813,5,College graduate/some postgrad,4,5,4,5,5,4,5,5,3,5,1,1,1,1,1,1,2,1,5,5
pid_814,5,College graduate/some postgrad,2,3,4,3,5,3,4,2,5,3,4,4,4,4,4,4,4,4,2,4
pid_815,5,College graduate/some postgrad,2,2,1,3,3,1,1,5,1,5,5,5,5,5,5,5,5,5,1,1
pid_816,3,"Some college, no degree",4,3,4,4,5,4,4,5,2,3,2,4,4,4,4,4,4,4,2,4
pid_817,3,Associate's degree,5,5,5,4,4,5,5,5,3,4,2,4,2,2,4,4,4,4,4,4
pid_818,5,College graduate/some postgrad,5,4,5,5,5,5,5,5,2,5,4,5,4,5,5,5,5,5,1,1
pid_819,3,"Some college, no degree",1,1,1,1,1,1,1,1,5,3,5,5,5,5,5,5,5,5,1,1
pid_820,3,"Some college, no degree",1,1,1,5,5,3,5,1,5,5,5,5,5,5,4,5,5,4,2,1
pid_821,5,College graduate/some postgrad,4,4,4,3,4,4,5,4,4,4,3,4,4,4,4,5,5,4,2,2
pid_822,5,Postgraduate,5,5,5,5,5,5,5,5,1,1,1,4,2,1,1,2,2,1,5,5
pid_823,5,College graduate/some postgrad,4,3,3,3,4,4,4,4,5,4,5,5,5,5,5,5,5,5,1,1
pid_824,5,Postgraduate,3,4,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,1,1
pid_825,3,Associate's degree,4,5,5,5,5,4,5,5,1,1,1,2,2,1,2,2,4,1,5,4
pid_826,3,"Some college, no degree",5,5,5,4,4,5,5,5,1,1,4,5,5,5,5,5,5,5,1,1
pid_827,5,College graduate/some postgrad,5,4,4,5,5,5,5,5,4,2,2,2,1,1,1,1,2,1,5,5
pid_828,3,Associate's degree,4,4,3,4,4,4,5,4,3,4,2,4,2,2,4,2,4,4,4,2
pid_829,3,"Some college, no degree",3,4,4,4,4,3,4,4,3,4,4,5,4,5,5,5,5,5,1,1
pid_830,5,College graduate/some postgrad,1,2,3,2,4,4,4,2,4,4,5,5,5,4,5,5,5,5,1,1
pid_831,2,High school graduate,5,5,5,5,5,5,5,5,5,3,1,2,1,1,1,1,1,1,5,5
pid_832,3,"Some college, no degree",4,5,4,4,5,4,4,4,5,4,5,5,5,5,5,5,5,5,1,1
pid_833,5,College graduate/some postgrad,2,4,4,4,5,3,5,5,1,3,4,5,4,5,5,5,5,5,1,1
pid_834,5,College graduate/some postgrad,5,5,5,5,5,5,3,5,2,5,4,4,4,4,4,5,4,4,1,2
pid_835,5,Postgraduate,5,5,5,5,5,5,5,5,1,1,4,5,5,5,5,5,5,5,1,1
pid_836,5,College graduate/some postgrad,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,1
pid_837,5,College graduate/some postgrad,5,5,5,3,3,5,5,5,3,3,5,5,5,5,5,5,5,5,1,1
pid_838,5,Postgraduate,5,5,5,5,4,5,5,5,2,2,4,4,4,4,4,4,5,4,2,1
pid_839,5,College graduate/some postgrad,2,1,2,3,5,5,2,5,2,4,4,4,4,4,4,4,5,4,2,1
pid_840,5,Postgraduate,5,5,5,5,4,5,5,5,1,4,2,2,2,2,2,2,4,2,4,4
pid_841,3,Associate's degree,5,5,5,5,5,5,5,5,1,1,2,4,2,4,4,5,5,4,2,2
pid_842,5,College graduate/some postgrad,5,5,5,5,5,5,5,5,1,3,4,4,4,4,4,4,4,4,2,1
pid_843,2,High school graduate,5,4,5,3,4,3,5,4,5,5,4,5,5,5,5,5,5,5,1,1
pid_844,5,College graduate/some postgrad,3,4,3,3,4,4,5,4,3,3,4,4,4,4,4,4,4,4,2,2
pid_845,5,College graduate/some postgrad,5,5,5,5,5,5,5,5,1,5,4,5,5,5,5,5,5,5,1,1
pid_846,3,"Some college, no degree",1,2,2,2,2,1,5,2,5,5,5,5,5,5,5,5,5,5,1,1
pid_847,5,Postgraduate,2,4,2,1,4,4,4,3,4,5,5,5,5,5,5,5,5,5,1,1
pid_848,5,Postgraduate,5,3,4,4,5,5,3,5,1,3,5,5,5,5,5,5,5,5,1,1
pid_849,3,"Some college, no degree",4,5,4,4,5,5,5,5,3,3,5,5,5,5,5,5,5,5,1,1
pid_850,5,College graduate/some postgrad,1,3,2,4,4,3,5,1,3,3,5,5,5,5,5,5,5,5,1,1
pid_851,3,Associate's degree,3,4,3,4,4,1,5,5,5,4,4,4,4,4,4,4,4,4,2,1
pid_852,3,"Some college, no degree",4,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,2,2
pid_853,3,"Some college, no degree",2,4,2,4,5,4,4,5,4,5,3,4,4,2,4,4,4,2,4,4
pid_854,3,"Some college, no degree",4,5,4,5,4,3,5,5,3,5,4,5,5,5,5,5,5,5,2,1
pid_855,5,College graduate/some postgrad,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,1
pid_856,3,"Some college, no degree",1,2,1,1,1,1,4,1,5,2,4,5,4,4,4,4,4,4,2,2
pid_857,3,"Some college, no degree",1,4,5,5,5,5,5,4,1,2,4,5,5,5,5,5,5,5,1,1
pid_858,2,High school graduate,4,4,5,4,2,1,5,5,5,4,5,5,5,5,5,5,5,5,1,1
pid_859,3,"Some college, no degree",1,2,1,2,3,1,1,3,5,4,2,4,2,2,4,2,2,2,5,4
pid_860,5,College graduate/some postgrad,5,4,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,1,1
pid_861,3,"Some college, no degree",5,4,5,5,3,5,5,4,1,2,4,5,5,4,4,5,4,5,1,2
pid_862,5,College graduate/some postgrad,4,1,4,5,5,1,4,4,5,1,4,4,5,5,5,5,5,5,1,1
pid_863,3,Associate's degree,3,5,3,5,5,5,5,5,2,3,4,4,4,5,5,5,4,4,1,1
pid_864,5,Postgraduate,4,4,5,3,4,4,5,2,5,4,2,2,2,1,1,1,2,1,5,5
pid_865,3,"Some college, no degree",4,5,5,5,2,5,5,1,2,2,2,2,2,1,2,4,4,1,4,4
pid_866,5,College graduate/some postgrad,1,1,1,1,1,1,3,3,5,4,5,5,5,5,5,5,5,5,1,1
pid_867,5,College graduate/some postgrad,3,5,4,5,3,5,4,3,3,4,4,4,4,4,4,4,4,4,2,2
pid_868,5,College graduate/some postgrad,4,4,4,5,5,2,5,5,5,5,2,5,4,1,1,2,4,1,5,5
pid_869,5,College graduate/some postgrad,5,3,3,4,4,5,5,5,2,3,2,4,2,1,2,2,4,2,4,4
pid_870,5,College graduate/some postgrad,1,1,1,1,2,1,2,1,5,4,2,4,2,1,1,4,4,1,4,4
pid_871,5,Postgraduate,4,5,4,4,4,4,4,4,3,4,2,4,4,2,2,4,4,1,4,5
pid_872,3,"Some college, no degree",4,4,4,4,5,4,4,5,3,3,4,5,4,5,5,5,5,5,1,1
pid_873,2,High school graduate,5,5,5,5,5,5,5,5,4,5,1,2,1,2,2,2,2,1,5,4
pid_874,3,"Some college, no degree",4,5,5,5,4,2,5,4,5,4,5,5,5,4,4,5,5,5,2,1
pid_875,2,High school graduate,4,4,5,5,5,1,5,5,5,4,4,4,4,4,4,4,4,4,2,2
pid_876,3,Associate's degree,4,4,5,5,5,4,5,4,3,5,2,5,2,4,4,4,4,4,2,1
pid_877,5,College graduate/some postgrad,3,5,4,5,3,5,5,5,1,3,5,5,5,5,5,5,5,5,1,1
pid_878,5,College graduate/some postgrad,2,1,3,3,3,3,2,4,5,3,2,4,2,2,4,4,4,2,4,4
pid_879,3,Associate's degree,5,3,5,5,5,5,5,1,5,5,2,4,2,4,4,4,4,4,4,1
pid_880,5,College graduate/some postgrad,4,5,2,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,1,1
pid_881,3,"Some college, no degree",1,1,1,1,5,1,3,5,5,5,2,2,2,1,1,1,2,1,5,5
pid_882,3,"Some college, no degree",4,3,4,4,4,5,4,5,2,3,4,5,4,5,5,5,5,5,1,1
pid_883,5,College graduate/some postgrad,3,5,5,5,4,5,5,5,4,1,4,4,4,4,4,4,4,4,2,2
pid_884,5,College graduate/some postgrad,4,4,5,4,5,5,5,5,4,5,4,4,4,4,4,4,4,4,2,2
pid_885,5,Postgraduate,4,3,3,5,3,4,4,5,2,1,4,4,4,4,5,4,4,4,2,1
pid_886,5,Postgraduate,5,5,5,5,5,5,5,3,2,3,4,4,4,4,5,5,5,4,2,1
pid_887,3,"Some college, no degree",4,5,5,5,3,4,5,5,3,3,4,5,4,5,5,5,5,5,1,1
pid_888,3,"Some college, no degree",1,1,1,1,3,1,4,3,5,3,5,5,5,5,5,5,5,5,1,1
pid_889,5,College graduate/some postgrad,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1
pid_890,3,Associate's degree,2,3,2,2,3,3,3,2,4,4,1,1,1,1,1,1,2,1,5,5
pid_891,5,College graduate/some postgrad,1,3,1,1,2,1,1,3,5,4,2,4,2,2,2,4,4,1,4,4
pid_892,5,College graduate/some postgrad,1,3,1,3,3,1,4,4,5,3,1,4,2,4,4,4,2,4,4,4
pid_893,5,College graduate/some postgrad,4,2,2,2,4,4,2,2,2,4,4,5,5,5,5,5,5,5,1,1
pid_894,3,Associate's degree,4,4,3,4,4,5,4,3,3,4,5,5,5,4,4,4,4,4,2,2
pid_895,5,Postgraduate,3,4,3,4,4,3,4,3,4,4,4,5,4,4,4,4,5,4,2,2
pid_896,3,Associate's degree,3,5,4,5,4,3,5,4,5,4,4,5,4,5,5,5,5,5,1,1
pid_897,5,Postgraduate,4,5,5,5,4,5,5,5,2,3,2,2,2,2,2,4,2,2,4,4
pid_898,5,Postgraduate,5,5,4,5,5,3,4,5,5,5,5,5,5,4,4,4,5,4,2,1
pid_899,5,Postgraduate,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,1,1
pid_900,5,Postgraduate,4,3,4,5,4,4,5,3,3,3,5,5,5,5,5,5,5,5,1,1
pid_901,5,College graduate/some postgrad,5,5,4,5,4,4,5,5,1,4,2,4,4,4,4,4,4,4,2,2
pid_902,3,Associate's degree,4,4,5,5,5,5,5,5,1,1,4,4,4,4,4,4,4,4,2,2
pid_903,3,"Some college, no degree",2,2,2,1,3,2,5,3,5,3,2,4,2,2,4,4,4,2,4,4
pid_904,3,"Some college, no degree",3,4,4,5,4,4,5,4,3,4,4,4,4,5,5,4,5,5,1,4
pid_905,2,High school graduate,4,5,4,4,3,5,5,5,3,3,4,5,4,4,5,4,4,5,4,1
pid_906,3,Associate's degree,1,3,1,1,4,2,2,1,5,5,2,4,2,2,2,4,2,2,4,4
pid_907,2,High school graduate,4,4,5,5,2,4,5,5,5,4,4,5,4,4,4,5,5,5,2,1
pid_908,2,High school graduate,4,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,5,1,1
pid_909,2,High school graduate,4,5,5,5,4,5,5,5,2,4,2,4,2,4,4,4,4,4,2,1
pid_910,5,Postgraduate,5,5,5,5,5,5,5,5,2,3,2,4,2,1,2,1,2,1,5,5
pid_911,5,College graduate/some postgrad,5,5,5,3,5,5,5,4,2,4,4,4,4,4,4,5,4,4,2,2
pid_912,2,High school graduate,1,4,2,1,2,2,2,5,4,1,2,4,2,4,4,4,5,4,2,2
pid_913,5,College graduate/some postgrad,3,4,3,5,4,4,5,3,3,4,5,5,5,5,5,5,5,5,1,1
pid_914,3,Associate's degree,4,3,3,5,5,5,5,5,2,1,2,5,4,2,2,4,4,2,1,4
pid_915,5,College graduate/some postgrad,2,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,1,1
pid_916,3,Associate's degree,4,3,5,3,4,4,5,5,2,3,1,1,1,1,1,1,1,1,5,5
pid_917,3,"Some college, no degree",4,3,5,2,5,5,4,5,4,4,5,5,5,5,5,5,5,5,1,1
pid_918,3,"Some college, no degree",4,4,4,5,3,5,5,4,2,3,4,4,4,4,4,4,4,4,4,2
pid_919,5,Postgraduate,4,4,5,4,4,5,5,5,3,4,2,4,2,2,2,2,4,1,4,2
pid_920,5,Postgraduate,5,5,5,4,4,5,5,5,2,4,4,4,4,4,4,5,4,4,2,1
pid_921,2,High school graduate,4,4,5,5,5,5,5,5,1,4,4,5,4,5,5,5,5,5,1,1
pid_922,3,"Some college, no degree",2,1,4,4,4,2,5,1,5,4,4,5,4,4,4,4,4,4,2,2
pid_923,2,High school graduate,1,3,1,3,2,1,5,2,5,5,5,5,5,5,5,5,5,5,1,1
pid_924,5,College graduate/some postgrad,4,4,4,4,5,4,5,5,3,2,2,4,4,5,5,5,5,5,1,1
pid_925,3,Associate's degree,4,5,3,4,5,4,4,5,3,2,2,4,3,4,4,4,5,4,2,1
pid_926,5,College graduate/some postgrad,2,3,3,4,4,4,5,4,3,4,2,4,2,4,4,4,4,4,2,2
pid_927,3,Associate's degree,3,5,5,2,5,5,5,4,4,5,1,1,1,1,2,2,2,1,5,5
pid_928,2,High school graduate,1,3,4,5,4,4,3,1,3,3,4,5,4,5,5,5,5,5,1,1
pid_929,3,Associate's degree,4,4,3,2,5,4,2,5,5,3,1,2,2,1,2,1,2,1,5,5
pid_930,3,Associate's degree,4,1,5,5,5,3,5,1,5,4,4,4,4,4,4,4,5,4,2,2
pid_931,2,High school graduate,5,5,4,5,5,2,4,4,5,3,4,4,4,4,4,4,4,4,2,1
pid_932,2,High school graduate,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,1,1
pid_933,3,"Some college, no degree",5,5,5,5,3,5,5,5,1,1,2,4,4,2,2,2,4,2,4,2
pid_934,5,College graduate/some postgrad,4,2,2,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,2,2
pid_935,5,Postgraduate,4,4,5,3,4,5,4,5,3,1,4,4,4,4,4,4,4,4,4,2
pid_936,5,College graduate/some postgrad,5,4,4,5,5,5,5,5,1,3,2,4,2,4,4,2,4,4,4,1
pid_937,3,"Some college, no degree",5,3,5,4,5,3,5,5,4,4,4,5,4,5,5,4,5,5,1,1
pid_938,1,Less than high school,4,3,3,4,3,4,3,4,2,3,4,5,5,5,5,5,5,5,1,1
pid_939,3,"Some college, no degree",3,3,4,4,4,4,3,3,1,4,4,5,4,4,4,4,5,5,2,1
pid_940,3,"Some college, no degree",4,4,3,5,5,2,4,5,3,5,4,5,5,5,5,5,5,5,1,1
pid_941,3,"Some college, no degree",5,4,5,4,4,3,3,4,3,3,4,5,5,5,5,5,5,5,2,1
pid_942,2,High school graduate,2,3,2,1,3,1,3,3,5,3,5,5,5,5,5,5,5,5,1,1
pid_943,5,College graduate/some postgrad,2,3,4,3,2,3,2,3,4,3,4,5,5,5,5,5,5,5,1,1
pid_944,5,Postgraduate,4,2,4,4,4,3,5,5,5,5,4,4,2,2,4,4,4,4,4,2
pid_945,2,High school graduate,4,4,4,5,4,5,5,5,3,2,4,5,5,5,5,5,5,5,1,1
pid_946,5,Postgraduate,4,4,5,5,5,5,5,5,1,4,4,5,4,4,4,4,4,4,2,1
pid_947,3,Associate's degree,4,3,4,2,4,2,5,4,5,4,5,5,4,4,5,4,4,5,1,1
pid_948,3,"Some college, no degree",4,5,5,4,5,4,4,5,4,5,1,4,2,2,2,4,4,1,4,4
pid_949,5,College graduate/some postgrad,3,4,4,5,4,4,5,5,3,1,2,4,4,4,4,4,4,4,2,2
pid_950,3,"Some college, no degree",3,2,3,3,5,5,3,5,3,2,5,5,5,5,5,5,5,5,1,1
pid_951,3,"Some college, no degree",5,4,5,3,3,3,3,1,5,3,2,4,2,1,2,2,2,2,4,4
pid_952,2,High school graduate,5,4,5,5,4,3,5,5,3,4,4,5,4,5,5,5,5,5,1,1
pid_953,2,High school graduate,4,4,5,5,5,5,5,5,2,5,1,4,2,2,2,2,4,2,4,1
pid_954,3,Associate's degree,5,2,2,2,4,4,5,2,4,4,2,4,2,2,2,4,4,1,4,4
pid_955,3,Associate's degree,5,3,5,4,5,4,5,5,2,3,2,4,2,1,2,2,4,2,5,4
pid_956,5,College graduate/some postgrad,4,2,3,4,5,2,4,5,4,4,4,5,5,5,5,5,5,5,1,1
pid_957,3,Associate's degree,4,4,5,4,5,3,5,5,3,2,2,4,2,4,4,4,4,4,2,2
pid_958,5,College graduate/some postgrad,5,4,5,5,3,3,2,5,4,3,4,5,4,4,4,5,5,4,2,1
pid_959,2,High school graduate,1,1,1,2,1,2,2,5,5,2,4,4,4,4,4,4,4,4,2,1
pid_960,3,"Some college, no degree",4,5,4,5,5,1,1,5,5,4,5,5,5,5,5,5,5,5,1,1
pid_961,3,Associate's degree,5,4,5,5,5,5,5,5,1,4,4,5,4,5,5,5,5,4,1,1
pid_962,2,High school graduate,4,3,5,5,3,3,5,5,3,2,2,5,4,5,5,5,5,5,1,1
pid_963,5,College graduate/some postgrad,2,1,4,1,2,1,1,1,5,1,5,5,5,5,5,5,5,5,1,1
pid_964,5,Postgraduate,5,4,5,4,4,4,4,4,3,4,1,4,1,2,2,2,4,2,4,4
pid_965,3,"Some college, no degree",4,3,5,5,4,5,5,4,1,2,4,5,4,5,5,5,5,5,1,1
pid_966,3,"Some college, no degree",2,1,2,1,2,1,4,4,5,2,2,2,2,1,1,2,2,1,5,5
pid_967,3,Associate's degree,1,4,1,2,5,5,4,5,2,5,2,4,2,1,2,2,4,1,4,2
pid_968,3,"Some college, no degree",4,1,1,1,1,1,5,3,5,5,5,5,5,5,5,5,5,5,1,1
pid_969,5,College graduate/some postgrad,2,4,1,2,4,2,4,2,4,3,2,2,2,1,1,1,2,1,5,4
pid_970,2,High school graduate,4,2,4,2,4,2,4,5,4,2,5,5,5,5,5,5,5,5,1,1
pid_971,3,"Some college, no degree",5,5,5,5,3,4,5,3,2,3,4,5,5,5,4,4,4,4,1,1
pid_972,5,Postgraduate,2,3,3,3,5,2,5,5,5,5,4,3,5,5,5,5,5,5,1,1
pid_973,5,Postgraduate,4,4,4,4,4,5,5,2,4,4,5,5,5,5,5,5,5,5,1,1
pid_974,2,High school graduate,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,1
pid_975,5,Postgraduate,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,1
pid_976,5,Postgraduate,2,5,4,5,5,4,5,5,4,5,2,4,2,2,4,4,4,2,4,4
pid_977,5,Postgraduate,4,5,5,4,5,5,5,5,2,4,5,5,5,5,5,5,5,5,1,1
pid_978,2,High school graduate,1,2,1,4,4,1,1,1,5,5,3,4,4,4,4,4,5,4,2,2
pid_979,2,High school graduate,3,5,4,4,4,3,4,3,3,4,4,5,4,5,5,5,5,5,1,1
pid_980,3,Associate's degree,5,3,4,5,3,3,5,5,4,3,2,4,2,2,2,2,4,1,5,4
pid_981,5,College graduate/some postgrad,1,4,2,2,4,4,4,4,5,5,5,5,5,4,5,5,5,4,2,1
