RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,LANG_PREF,SURVEYSTARTDATE,SURVEYENDDATE,BWAVE,BIDENT1_GEOSTRATA,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,INFRASPEND,MOREGUNIMPACT,GAMBLERESTR,VET1,VOL12_CPS,EMINUSE,INTMOB,INTFREQ,INTFREQ_COLLAPSED,HOME4NW2,BBHOME,SMUSEa,SMUSEb,SMUSEc,SMUSEd,SMUSEe,SMUSEf,SMUSEg,SMUSEh,SMUSEi,SMUSEj,SMUSEk,RADIO,GPT1,DEVICE1A,SMART2,NHISLL,RELIG,RELIGCAT1,BORN,ATTENDPER,ATTENDONLINE2,RELIMP,PRAY,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACEMOD_1,RACEMOD_2,RACEMOD_3,RACEMOD_4,RACEMOD_5,RACEMOD_6,RACEMOD_99,RACEMOD_MIXEDOE,RACECMB,RACETHN,AGE,AGECAT,BIRTHPLACE,GENDER,MARITAL,EDUCATION,EDUCCAT,ADULTS,VOTED2020,VOTEGEN_POST,INC_SDT1,CREGION,DIVISION,METRO,BASEWT,WEIGHT,RACE_TEXT
16834.0,2.0,1.0,,,,20240429,2.0,10.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,75.0,4.0,1.0,2.0,5.0,3.0,3.0,1.0,1.0,2.0,7.0,3.0,5.0,1.0,0.7767369010201741,0.7398005100368938,"Not Hispanic, White"
16836.0,1.0,1.0,1.0,1.0,20240224,20240224,2.0,9.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,10.0,3.0,2.0,6.0,6.0,4.0,7.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,55.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,0.4462133845203579,0.3722391153829943,"Not Hispanic, White"
16838.0,2.0,1.0,,,,20240429,2.0,9.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,12.0,3.0,2.0,6.0,6.0,1.0,7.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,53.0,3.0,1.0,2.0,6.0,5.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,0.8924267690407158,0.43417358726145716,"Not Hispanic, White"
16845.0,2.0,1.0,,,,20240429,2.0,10.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,6.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,74.0,4.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,0.7767369010201741,0.44401841862580715,"Not Hispanic, White"
16851.0,1.0,1.0,1.0,1.0,20240222,20240222,2.0,10.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,9.0,3.0,2.0,6.0,6.0,4.0,7.0,1.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,53.0,3.0,4.0,1.0,6.0,7.0,1.0,1.0,1.0,2.0,9.0,4.0,9.0,1.0,0.38836845051008706,0.22100245877071498,"Not Hispanic, White"
16854.0,1.0,1.0,1.0,1.0,20240221,20240221,2.0,10.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,10.0,3.0,2.0,6.0,6.0,4.0,6.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,46.0,2.0,1.0,2.0,6.0,6.0,1.0,1.0,1.0,2.0,9.0,4.0,9.0,1.0,0.38836845051008706,0.27764049746088715,"Not Hispanic, White"
16855.0,3.0,1.0,1.0,,20240222,20240222,2.0,10.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,2.0,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,12.0,3.0,2.0,4.0,5.0,4.0,6.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,72.0,4.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,0.7767369010201741,0.7354016981684628,"Not Hispanic, White"
16857.0,2.0,1.0,,,,20240430,2.0,6.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,79.0,4.0,1.0,2.0,1.0,7.0,1.0,2.0,1.0,2.0,2.0,4.0,9.0,1.0,1.733908835632047,1.2286513034529727,"Not Hispanic, White"
16858.0,1.0,1.0,1.0,1.0,20240217,20240217,2.0,10.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,47.0,2.0,1.0,2.0,6.0,7.0,1.0,1.0,1.0,2.0,6.0,3.0,5.0,1.0,0.38836845051008706,0.31734494087852755,"Not Hispanic, Black, American Indian or Alaska Native"
16863.0,1.0,2.0,1.0,2.0,20240312,20240312,2.0,8.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,12.0,3.0,2.0,6.0,6.0,3.0,7.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,44.0,2.0,4.0,1.0,6.0,6.0,1.0,1.0,2.0,,1.0,4.0,9.0,2.0,0.22548926773149017,0.27794366897118855,"Hispanic, Other"
16876.0,2.0,1.0,,,,20240507,2.0,1.0,4.0,1.0,3.0,2.0,4.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,5.0,4.0,2.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,65.0,4.0,1.0,2.0,6.0,2.0,3.0,1.0,2.0,,1.0,3.0,5.0,1.0,0.11015029946687316,0.14448501060985872,"Not Hispanic, Black"
16878.0,2.0,1.0,,,,20240520,2.0,10.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,12.0,3.0,2.0,4.0,6.0,3.0,2.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,44.0,2.0,1.0,2.0,3.0,7.0,1.0,1.0,1.0,2.0,2.0,4.0,8.0,1.0,0.7767369010201741,0.5338024177277735,"Not Hispanic, White"
16883.0,1.0,1.0,1.0,1.0,20240318,20240318,2.0,10.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,6.0,2.0,3.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,72.0,4.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,99.0,4.0,8.0,1.0,0.7767369010201741,0.25878630210695225,"Not Hispanic, White"
16884.0,2.0,1.0,,,,20240426,2.0,10.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,73.0,4.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,3.0,9.0,3.0,7.0,1.0,1.5534738020403482,0.4842698212442613,"Not Hispanic, White"
16885.0,1.0,1.0,1.0,1.0,20240221,20240221,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,3.0,2.0,5.0,1.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,29.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,,1.0,2.0,3.0,1.0,0.05507514973343658,0.16436898053557597,"Not Hispanic, Black"
16886.0,2.0,1.0,,,,20240425,2.0,10.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,10.0,3.0,2.0,6.0,6.0,4.0,7.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,60.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,9.0,2.0,1.5534738020403482,2.4946804565778646,"Not Hispanic, White"
16888.0,2.0,1.0,,,,20240423,2.0,10.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,2.0,6.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,4.0,1.0,2.0,1.0,6.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,1.0,1.5534738020403482,1.0627551431784705,"Not Hispanic, White"
16894.0,2.0,1.0,,,,20240524,2.0,10.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,6.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,72.0,4.0,1.0,2.0,2.0,6.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1.5534738020403482,0.8152805785308007,"Not Hispanic, White"
16904.0,1.0,1.0,1.0,1.0,20240220,20240220,2.0,10.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,99.0,4.0,2.0,6.0,6.0,1.0,1.0,1.0,1.0,9.0,2.0,3.0,1.0,0.38836845051008706,0.16664361952414222,"Not Hispanic, White"
16905.0,2.0,1.0,,,,20240521,2.0,10.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,4.0,6.0,1.0,2.0,,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,48.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,9.0,3.0,5.0,1.0,1.5534738020403482,1.7331763813163055,"Not Hispanic, Black"
16908.0,1.0,1.0,1.0,1.0,20240222,20240222,2.0,10.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,2.0,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,62.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,9.0,4.0,9.0,1.0,0.7767369010201741,0.4531583409555481,"Hispanic, White"
16912.0,1.0,1.0,1.0,1.0,20240221,20240221,2.0,10.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,5.0,4.0,2.0,6.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,68.0,4.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,2.0,9.0,1.0,1.0,1.0,0.7767369010201741,0.38842135900072333,"Not Hispanic, White"
16913.0,2.0,1.0,,,,20240516,2.0,10.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,81.0,4.0,1.0,2.0,5.0,7.0,1.0,1.0,1.0,1.0,7.0,3.0,5.0,1.0,0.7767369010201741,0.5487817145562021,"Not Hispanic, White"
16917.0,1.0,1.0,1.0,1.0,20240222,20240222,2.0,10.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,84.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,4.0,9.0,2.0,0.38836845051008706,0.2509236261991469,"Not Hispanic, White"
16919.0,1.0,1.0,1.0,1.0,20240221,20240221,2.0,10.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,12.0,3.0,2.0,6.0,6.0,4.0,7.0,1.0,1.0,,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,43.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,5.0,9.0,4.0,9.0,1.0,0.7767369010201741,0.7185508659748895,"Not Hispanic, Asian"
16920.0,2.0,1.0,,,,20240510,2.0,10.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,6.0,2.0,2.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,62.0,3.0,1.0,2.0,1.0,5.0,2.0,3.0,1.0,5.0,9.0,1.0,2.0,1.0,2.3302107030605224,1.2246525053663553,"Not Hispanic, White"
16922.0,2.0,1.0,,,,20240426,2.0,10.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,62.0,3.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,6.0,2.0,3.0,1.0,1.5534738020403482,1.1412788279962494,"Not Hispanic, Black"
16939.0,1.0,1.0,1.0,1.0,20240225,20240225,2.0,8.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,72.0,4.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,5.0,4.0,9.0,1.0,0.22548926773149017,0.11912215607240843,"Not Hispanic, White"
16941.0,2.0,1.0,,,,20240513,2.0,10.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,6.0,2.0,3.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,44.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,9.0,3.0,5.0,1.0,1.5534738020403482,1.7241219715432161,"Not Hispanic, White"
16944.0,1.0,1.0,1.0,1.0,20240223,20240223,2.0,10.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,3.0,2.0,6.0,6.0,4.0,7.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,2.0,9.0,2.0,4.0,1.0,0.7767369010201741,0.6155149319902442,"Not Hispanic, White"
16946.0,2.0,1.0,,,,20240430,2.0,10.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,3.0,6.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,83.0,4.0,1.0,2.0,5.0,4.0,2.0,1.0,1.0,2.0,4.0,4.0,9.0,2.0,0.7767369010201741,0.4800629063118697,"Not Hispanic, White"
16947.0,1.0,1.0,1.0,1.0,20240221,20240221,2.0,10.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,43.0,2.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,5.0,4.0,2.0,3.0,1.0,0.7767369010201741,0.4951690707526088,"Not Hispanic, White"
16950.0,1.0,1.0,1.0,1.0,20240222,20240222,2.0,10.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,70.0,4.0,2.0,2.0,5.0,7.0,1.0,1.0,1.0,2.0,99.0,2.0,3.0,1.0,0.38836845051008706,0.19948529063067894,"Hispanic, Black"
16952.0,1.0,1.0,1.0,1.0,20240308,20240308,2.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,66.0,4.0,1.0,2.0,6.0,5.0,2.0,1.0,1.0,2.0,4.0,3.0,5.0,1.0,0.4630258213064844,0.23460974730127152,"Not Hispanic, Native Hawaiian or Other Pacific Islander"
16953.0,1.0,1.0,1.0,1.0,20240220,20240220,2.0,10.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,70.0,4.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,9.0,2.0,3.0,1.0,0.7767369010201741,0.3501195884120321,"Not Hispanic, White"
16954.0,2.0,1.0,,,,20240424,2.0,10.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,78.0,4.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,2.0,9.0,4.0,8.0,1.0,1.5534738020403482,0.4960940270199038,"Not Hispanic, White"
16959.0,2.0,1.0,,,,20240429,2.0,10.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,4.0,3.0,6.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,64.0,3.0,1.0,1.0,6.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,0.7767369010201741,1.12433457319136,"Not Hispanic, White"
16963.0,1.0,1.0,1.0,1.0,20240220,20240220,2.0,10.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,10.0,3.0,2.0,5.0,6.0,3.0,2.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,39.0,2.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,2.0,7.0,3.0,6.0,1.0,0.38836845051008706,0.388445926904511,"Not Hispanic, White"
16965.0,1.0,1.0,1.0,1.0,20240226,20240226,2.0,10.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,6.0,1.0,2.0,1.0,1.0,,1.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,7.0,2.0,3.0,1.0,1.1651053515302612,1.6887398711817945,"Not Hispanic, White"
16966.0,1.0,1.0,1.0,1.0,20240221,20240221,2.0,10.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,2.0,5.0,6.0,2.0,5.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,63.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,0.7767369010201741,0.40566665761348203,"Not Hispanic, White"
